Source,Target,Author
6413,10336,Richard T. Snodgrass
7535,9051,Dimitrios Gunopulos
11275,7891,Soumen Chakrabarti
10885,6102,S. Sudarshan
9982,8539,Rafael Alonso
10245,8543,Michael J. Franklin
7993,7679,Mehmet Altinel
8583,8255,Minos N. Garofalakis
9806,6129,Theodore Johnson
6131,11184,Chee Yong Chan
7145,11201,Sushil Jajodia
6629,10107,Dimitris Papadias
8259,11335,Jeffrey D. Ullman
6665,10754,Alberto O. Mendelzon
9857,6177,Christos Faloutsos
10049,7548,Kian-Lee Tan
10804,8691,Philippe Bonnet
10371,10127,Kenneth A. Ross
9989,9368,Henry F. Korth
9989,9368,Philip Bohannon
7569,6229,Wen-Syan Li
8532,10877,Alexandros Labrinidis
9066,9048,Jayant R. Haritsa
9606,8692,Miron Livny
7666,7572,Yufei Tao
11182,8069,Yannis Kotidis
8766,10299,Betty Salzberg
10434,9659,Hans-Peter Kriegel
11401,10154,Gerhard Weikum
11426,11457,Martin L. Kersten
8105,8494,Asuman Dogac
7161,8143,Michael H. Böhlen
9035,8003,Hans-Jörg Schek
6701,7474,Gustavo Alonso
7107,8060,David B. Lomet
9005,9318,Peter J. Haas
8594,10304,Flip Korn
9228,8217,Laks V. S. Lakshmanan
6347,11542,Sihem Amer-Yahia
9222,11419,Michael J. Carey
6359,11637,Mong-Li Lee
9822,6717,Leonid Libkin
9158,7638,Johannes Gehrke
10579,9450,David Maier
11371,9426,Peter Buneman
9968,6580,Renée J. Miller
9989,6447,S. Seshadri
6953,6834,Charu C. Aggarwal
8839,11176,Divyakant Agrawal
10928,6493,Z. Meral Özsoyoglu
6717,8513,Stefano Ceri
6493,10587,Masaru Kitsuregawa
7652,7366,Vivek R. Narasayya
8259,8528,Rajeev Motwani
9085,11234,V. S. Subrahmanian
8540,9977,Piero Fraternali
6610,9033,Ramakrishnan Srikant
10882,10275,David J. DeWitt
6541,9228,Jignesh M. Patel
9769,10132,Ahmed K. Elmagarmid
7554,11520,Beng Chin Ooi
10352,8318,Arnon Rosenthal
9319,8177,Jian Pei
8329,11420,Jiawei Han
11350,10162,Narayanan Shivakumar
11593,8572,Eugene J. Shekita
8572,10102,Jerry Kiernan
11024,6727,Jayavel Shanmugasundaram
7338,10748,Patrick E. O'Neil
9809,8062,K. Selçuk Candan
10891,10821,Eric Simon
7664,7455,Chin-Wan Chung
10417,9677,Peter M. G. Apers
11699,6812,Jeffrey Scott Vitter
7243,9435,Ioana Manolescu
10606,8170,Daniel Barbará
7142,11023,Karl Aberer
8324,10002,Marianne Winslett
7086,7427,Erhard Rahm
8506,7194,Matthias Jarke
10404,10458,Laura M. Haas
8916,8575,Prabhakar Raghavan
11415,9726,A. Prasad Sistla
8858,7096,Clement T. Yu
11415,9726,Ouri Wolfson
10370,8010,?
11185,7368,Bertram Ludäscher
7249,7766,Guy M. Lohman
8860,7191,Tomasz Imielinski
10498,7407,Calton Pu
10509,8540,Stefano Paraboschi
10379,7957,Fabio Casati
11120,10931,Bruce G. Lindsay
8833,11194,M. Tamer Özsu
10232,11688,Guido Moerkotte
11222,9781,Anthony Tomasic
7437,10122,César A. Galindo-Legaria
10692,10237,Jim Gray
10364,7498,Chris Olston
9771,9896,Amr El Abbadi
11371,11632,Louiqa Raschid
10922,7671,Paolo Atzeni
11253,10269,Swarup Acharya
8183,8493,Arie Segev
8946,9195,Anastassia Ailamaki
10379,7957,Ming-Chien Shan
7892,8683,Janet L. Wiener
7916,8234,Sridhar Ramaswamy
11204,9564,S. Muthukrishnan
10935,10847,Carlo Zaniolo
8446,8186,Leonard J. Seligman
10774,10847,Vassilis J. Tsotras
10316,8600,Sharad Mehrotra
10777,10420,Jérôme Siméon
11597,10235,Yossi Matias
1106,13,Yannis Papakonstantinou
240,5099,Praveen Seshadri
4514,2914,Nick Roussopoulos
2760,3474,Yannis Kotidis
4475,61,Arie Segev
1670,1199,Asuman Dogac
5495,2168,Mehmet Altinel
85,151,Ling Liu
1924,1823,Calton Pu
4868,3411,Alfons Kemper
3010,3644,Donald Kossmann
530,4560,Ouri Wolfson
2378,105,Philip A. Bernstein
3669,2549,Matthias Jarke
3798,3008,Wen-Syan Li
972,2743,Divyakant Agrawal
146,1505,Swarup Acharya
5255,2327,Phillip B. Gibbons
2467,3007,Viswanath Poosala
146,2798,Sridhar Ramaswamy
1177,3676,Laks V. S. Lakshmanan
4611,3454,Jiawei Han
3083,2371,Dan Suciu
3194,3367,Soumen Chakrabarti
4970,2121,Daniel A. Keim
195,2168,C. Mohan
2069,224,Charu C. Aggarwal
2050,272,Philip S. Yu
776,1090,Rajeev Rastogi
228,3880,Kyuseok Shim
4994,5634,Hector Garcia-Molina
5761,745,Raghu Ramakrishnan
5127,5395,M. Tamer &#214;zsu
2963,2689,Minos N. Garofalakis
2725,2901,S. Seshadri
2725,5098,S. Sudarshan
3081,4316,Christos Faloutsos
1347,2875,Hans-Peter Kriegel
1574,4663,Raymond T. Ng
2567,5116,Hamid Pirahesh
292,2698,Sophie Cluet
298,2270,Minos Garofalakis
301,3515,Bernhard Seeger
2291,1517,Jr.
313,1088,Flip Korn
313,2562,S. Muthukrishnan
1442,2267,Christian S. Jensen
2926,328,Hans-J&#246;rg Schek
3504,350,Arnon Rosenthal
2126,1578,Jian Pei
381,3294,Jayant R. Haritsa
2473,564,Stefano Ceri
4497,5360,Stefano Paraboschi
1868,4950,Andrew Eisenberg
5291,2608,Jim Melton
5365,3737,Anindya Datta
1897,4063,Amit Sheth
2566,5247,Surajit Chaudhuri
4513,3546,Luis Gravano
741,3977,H&#233;ctor Garc&#237;a-Molina
4794,3228,Anthony Tomasic
1525,3574,Fabio Casati
3177,3200,Hanan Samet
4553,3959,Jim Gray
2829,807,H. V. Jagadish
499,1743,Avigdor Gal
3666,1731,Sharad Mehrotra
526,2957,Henry F. Korth
2725,2813,Abraham Silberschatz
3857,575,Joseph M. Hellerstein
567,5311,Chris Olston
968,4536,Michael Stonebraker
1012,1092,Vivek Narasayya
4995,5216,Dennis Shasha
5176,1244,Per-&#197;ke Larson
4585,4149,Goetz Graefe
4668,3741,Yossi Matias
3148,5241,David Lomet
1381,3066,Gerhard Weikum
731,2462,Bruce G. Lindsay
5576,4664,Rajeev Motwani
781,1164,V. S. Subrahmanian
4870,737,Daniela Florescu
4850,737,Alon Levy
2097,5193,Peter J. Haas
1577,745,Johannes Gehrke
2825,5084,Yannis E. Ioannidis
3561,2089,Jayavel Shanmugasundaram
3269,4195,Krithi Ramamritham
4601,1306,Avi Silberschatz
2698,5229,Tova Milo
782,4651,Divesh Srivastava
792,3996,Elisa Bertino
1991,5300,Dimitris Papadias
2653,5503,Richard Snodgrass
5011,5098,Kenneth A. Ross
4434,2514,Curtis E. Dyreson
4616,1720,Richard Thomas Snodgrass
3721,2727,Jennifer Widom
4605,4153,Serge Abiteboul
2561,3677,Michael J. Carey
3463,3027,Michael J. Franklin
2242,2044,Karl Aberer
3147,2937,Laura M. Haas
3803,2168,Qiong Luo
1539,2655,Alon Y. Halevy
5655,2754,Kian-Lee Tan
2164,1248,Elke A. Rundensteiner
2406,3890,Sunita Sarawagi
1991,3470,Beng Chin Ooi
2829,1438,Nick Koudas
2301,1119,Jeffrey D. Ullman
1148,4445,Xiaolei Qian
4750,3996,Sushil Jajodia
3646,2719,Gustavo Alonso
3983,4324,David J. DeWitt
3009,1244,Guido Moerkotte
3574,3993,Ming-Chien Shan
4742,2694,Eric Simon
1417,5337,Hongjun Lu
1894,1650,Alexandros Labrinidis
2723,4669,Rakesh Agrawal
3891,5101,Peter Buneman
2031,1724,Leonid Libkin
2252,2668,Marianne Winslett
3825,5119,Theodore Johnson
5300,3637,Yufei Tao
3371,3759,Patrick Valduriez
1778,4580,Daniel Barbar&#225;
1882,2555,Gio Wiederhold
5766,1988,Jeffrey F. Naughton
3228,2045,Louiqa Raschid
3410,2363,Martin L. Kersten
2543,3114,Alon Y. Levy
4805,5714,Umeshwar Dayal
3194,3615,Prabhakar Raghavan
4828,5695,Anastassia Ailamaki
3512,5342,Erhard Rahm
4523,3820,Miron Livny
3062,3066,Betty Salzberg
4510,4735,Inderpal Singh Mumick
8234,9340,Viswanath Poosala
7812,7724,Yannis E. Ioannidis
8804,10949,Hamid Pirahesh
10028,8614,Hanan Samet
6604,11230,Daniel A. Keim
8804,9788,Praveen Seshadri
8326,9810,Krithi Ramamritham
7299,11093,Alfons Kemper
7299,11328,Donald Kossmann
9929,9831,Mitch Cherniack
5799,8266,Stanley B. Zdonik
9572,9948,Michael Stonebraker
7683,8530,Hector Garcia-Molina
11413,6656,Kevin Chen-Chuan Chang
11275,6610,Rakesh Agrawal
7108,9922,Luis Gravano
10159,6836,Richard Hull
10254,5841,Raymond T. Ng
7367,7910,Timos K. Sellis
9446,8297,Kyuseok Shim
7683,10494,Jennifer Widom
11666,6736,Joachim Hammer
7429,7834,Dan Suciu
7315,5856,Daniela Florescu
6243,6082,Alon Y. Levy
11498,6245,Mary F. Fernandez
9958,8228,Elisa Bertino
10248,10966,Dennis Shasha
11050,11677,Nelson Mendonça Mattos
11335,7427,Philip A. Bernstein
9089,5880,Jeffrey F. Naughton
5880,7993,Qiong Luo
11626,10775,Tova Milo
8457,8898,Serge Abiteboul
6986,11326,Sophie Cluet
8489,5896,Bernhard Seeger
11206,9720,Yannis Papakonstantinou
9741,8143,Christian S. Jensen
9741,11449,Curtis E. Dyreson
9302,5923,Alexandros Biliris
10885,8266,Abraham Silberschatz
9989,5923,Rajeev Rastogi
10403,10401,Philip S. Yu
10753,8985,Nick Roussopoulos
7878,8696,Hongjun Lu
11559,6157,Jim Melton
7240,11559,Andrew Eisenberg
6341,8886,Amit P. Sheth
10535,11455,Per-Åke Larson
9089,6519,Surajit Chaudhuri
5957,9150,Umeshwar Dayal
11669,10540,Anindya Datta
9189,9076,Alon Y. Halevy
7080,6903,Goetz Graefe
6007,7398,Luc Bouganim
11693,11354,Patrick Valduriez
6007,7398,Philippe Pucheral
9603,8834,Divesh Srivastava
10371,10886,H. V. Jagadish
6019,10917,C. Mohan
6025,9295,Phillip B. Gibbons
9383,6110,Xiaolei Qian
6086,11204,Nick Koudas
8929,7771,Ling Liu
7149,6772,Elke A. Rundensteiner
7563,10648,Joseph M. Hellerstein
9137,6829,Inderpal Singh Mumick
10755,6102,Raghu Ramakrishnan
6724,8298,Sunita Sarawagi
6413,6247,Richard T. Snodgrass
6703,6086,Dimitrios Gunopulos
11275,7092,Soumen Chakrabarti
10885,6750,S. Sudarshan
9982,8095,Rafael Alonso
10245,8419,Michael J. Franklin
8027,9894,Mehmet Altinel
8583,11584,Minos N. Garofalakis
9806,7604,Theodore Johnson
6131,9874,Chee Yong Chan
7145,11175,Sushil Jajodia
6629,6148,Dimitris Papadias
8259,11371,Jeffrey D. Ullman
6665,11303,Alberto O. Mendelzon
9857,10277,Christos Faloutsos
10049,11325,Kian-Lee Tan
10804,9208,Philippe Bonnet
10371,8220,Kenneth A. Ross
9989,10427,Henry F. Korth
9989,10296,Philip Bohannon
7569,9077,Wen-Syan Li
6358,10753,Alexandros Labrinidis
9066,6234,Jayant R. Haritsa
9606,8631,Miron Livny
7666,8979,Yufei Tao
11182,9581,Yannis Kotidis
8766,6271,Betty Salzberg
10434,6909,Hans-Peter Kriegel
11401,11178,Gerhard Weikum
11426,9346,Martin L. Kersten
8105,6297,Asuman Dogac
7161,8799,Michael H. Böhlen
9035,6314,Hans-Jörg Schek
11338,8003,Gustavo Alonso
7107,10525,David B. Lomet
9005,7048,Peter J. Haas
8594,10115,Flip Korn
9228,8986,Laks V. S. Lakshmanan
9457,7265,Sihem Amer-Yahia
9222,9379,Michael J. Carey
6359,8189,Mong-Li Lee
9822,6399,Leonid Libkin
9158,11479,Johannes Gehrke
10579,7191,David Maier
11371,9533,Peter Buneman
9968,6422,Renée J. Miller
9989,8977,S. Seshadri
6953,7923,Charu C. Aggarwal
8839,10925,Divyakant Agrawal
11058,7205,Z. Meral Özsoyoglu
6717,8642,Stefano Ceri
6493,9789,Masaru Kitsuregawa
7652,9614,Vivek R. Narasayya
8259,10643,Rajeev Motwani
9085,11045,V. S. Subrahmanian
8540,7933,Piero Fraternali
6610,8618,Ramakrishnan Srikant
10882,9508,David J. DeWitt
6541,10253,Jignesh M. Patel
9769,11540,Ahmed K. Elmagarmid
7554,10049,Beng Chin Ooi
10352,8446,Arnon Rosenthal
9319,8723,Jian Pei
8329,11042,Jiawei Han
11350,6718,Narayanan Shivakumar
8364,10176,Eugene J. Shekita
8572,7709,Jerry Kiernan
11024,11593,Jayavel Shanmugasundaram
6732,9537,Patrick E. O'Neil
9809,10719,K. Selçuk Candan
10891,8167,Eric Simon
9562,11684,Chin-Wan Chung
10417,7228,Peter M. G. Apers
9813,10400,Jeffrey Scott Vitter
7243,8639,Ioana Manolescu
10606,11690,Daniel Barbará
7142,6963,Karl Aberer
8324,11252,Marianne Winslett
7086,7561,Erhard Rahm
8506,10942,Matthias Jarke
10404,11419,Laura M. Haas
7092,8171,Prabhakar Raghavan
7096,10662,A. Prasad Sistla
8858,10267,Clement T. Yu
7096,10662,Ouri Wolfson
10370,8274,?
11185,7166,Bertram Ludäscher
7249,9983,Guy M. Lohman
8860,10621,Tomasz Imielinski
10498,7224,Calton Pu
10509,7933,Stefano Paraboschi
9486,7873,Fabio Casati
11120,7993,Bruce G. Lindsay
8833,8636,M. Tamer Özsu
10232,11151,Guido Moerkotte
11222,8599,Anthony Tomasic
7437,9676,César A. Galindo-Legaria
10692,7412,Jim Gray
10364,7581,Chris Olston
9771,11176,Amr El Abbadi
8367,7751,Louiqa Raschid
7885,9314,Paolo Atzeni
7707,8106,Swarup Acharya
8183,7734,Arie Segev
8946,11053,Anastassia Ailamaki
9486,7873,Ming-Chien Shan
7892,9791,Janet L. Wiener
7916,9483,Sridhar Ramaswamy
11204,9597,S. Muthukrishnan
10043,9447,Carlo Zaniolo
8446,9983,Leonard J. Seligman
10043,9615,Vassilis J. Tsotras
11700,11588,Sharad Mehrotra
10777,9246,Jérôme Siméon
9455,10400,Yossi Matias
1106,3091,Yannis Papakonstantinou
240,1841,Praveen Seshadri
4514,5346,Nick Roussopoulos
2760,2067,Yannis Kotidis
61,4210,Arie Segev
1190,2209,Asuman Dogac
2168,4330,Mehmet Altinel
151,1377,Ling Liu
5540,1377,Calton Pu
4868,2905,Alfons Kemper
2595,5760,Donald Kossmann
530,4246,Ouri Wolfson
2378,5388,Philip A. Bernstein
3669,3191,Matthias Jarke
3798,131,Wen-Syan Li
1964,131,Divyakant Agrawal
146,804,Swarup Acharya
5255,4668,Phillip B. Gibbons
804,1505,Viswanath Poosala
146,243,Sridhar Ramaswamy
1177,2749,Laks V. S. Lakshmanan
2564,930,Jiawei Han
3083,719,Dan Suciu
3194,5705,Soumen Chakrabarti
4970,2412,Daniel A. Keim
195,4571,C. Mohan
2069,1056,Charu C. Aggarwal
2050,5329,Philip S. Yu
776,2004,Rajeev Rastogi
228,298,Kyuseok Shim
4994,261,Hector Garcia-Molina
5761,5099,Raghu Ramakrishnan
5127,1364,M. Tamer &#214;zsu
2963,2435,Minos N. Garofalakis
2725,3898,S. Seshadri
2725,5099,S. Sudarshan
3081,3933,Christos Faloutsos
1347,5694,Hans-Peter Kriegel
1574,3175,Raymond T. Ng
2567,5371,Hamid Pirahesh
292,2379,Sophie Cluet
1074,1090,Minos Garofalakis
301,4405,Bernhard Seeger
2291,301,Jr.
313,4706,Flip Korn
313,3459,S. Muthukrishnan
1442,3773,Christian S. Jensen
2926,5085,Hans-J&#246;rg Schek
4881,4609,Arnon Rosenthal
2126,370,Jian Pei
3294,5219,Jayant R. Haritsa
2473,4054,Stefano Ceri
4497,402,Stefano Paraboschi
1868,1659,Andrew Eisenberg
5291,1683,Jim Melton
5365,2102,Anindya Datta
4906,1888,Amit Sheth
2566,5284,Surajit Chaudhuri
4513,5042,Luis Gravano
741,4298,H&#233;ctor Garc&#237;a-Molina
3228,2976,Anthony Tomasic
3574,2538,Fabio Casati
3177,3940,Hanan Samet
4553,1459,Jim Gray
2829,2481,H. V. Jagadish
499,2229,Avigdor Gal
3666,3171,Sharad Mehrotra
526,2287,Henry F. Korth
5669,2945,Abraham Silberschatz
3857,5695,Joseph M. Hellerstein
5311,5280,Chris Olston
968,2010,Michael Stonebraker
1012,712,Vivek Narasayya
4995,4846,Dennis Shasha
1244,1122,Per-&#197;ke Larson
4585,694,Goetz Graefe
4668,3015,Yossi Matias
3185,705,David Lomet
1381,2566,Gerhard Weikum
2462,708,Bruce G. Lindsay
5576,4697,Rajeev Motwani
781,3438,V. S. Subrahmanian
4870,4841,Daniela Florescu
4850,4841,Alon Levy
2097,3914,Peter J. Haas
1577,2857,Johannes Gehrke
2825,4828,Yannis E. Ioannidis
3561,5304,Jayavel Shanmugasundaram
3269,1227,Krithi Ramamritham
1306,3171,Avi Silberschatz
2698,782,Tova Milo
782,1841,Divesh Srivastava
3996,2660,Elisa Bertino
1991,1176,Dimitris Papadias
5503,1188,Richard Snodgrass
5011,2670,Kenneth A. Ross
4434,4470,Curtis E. Dyreson
4616,2267,Richard Thomas Snodgrass
3721,4775,Jennifer Widom
4605,3547,Serge Abiteboul
2561,4318,Michael J. Carey
3463,4318,Michael J. Franklin
2242,1693,Karl Aberer
2508,2369,Laura M. Haas
2168,1795,Qiong Luo
5693,960,Alon Y. Halevy
5655,1991,Kian-Lee Tan
2164,2279,Elke A. Rundensteiner
2406,2933,Sunita Sarawagi
1991,5166,Beng Chin Ooi
2063,2562,Nick Koudas
1119,5063,Jeffrey D. Ullman
4445,4231,Xiaolei Qian
4975,4580,Sushil Jajodia
2719,1184,Gustavo Alonso
3983,2407,David J. DeWitt
4868,5088,Guido Moerkotte
3993,2538,Ming-Chien Shan
4742,3273,Eric Simon
1417,2955,Hongjun Lu
1894,3636,Alexandros Labrinidis
2723,3102,Rakesh Agrawal
3891,3444,Peter Buneman
1872,5059,Leonid Libkin
2252,1712,Marianne Winslett
2133,3689,Theodore Johnson
3637,2081,Yufei Tao
3371,5363,Patrick Valduriez
1778,1770,Daniel Barbar&#225;
2555,2945,Gio Wiederhold
5766,4675,Jeffrey F. Naughton
2045,4960,Louiqa Raschid
2363,5633,Martin L. Kersten
2543,2929,Alon Y. Levy
4805,3606,Umeshwar Dayal
3615,3297,Prabhakar Raghavan
5695,2657,Anastassia Ailamaki
5342,2571,Erhard Rahm
4523,4308,Miron Livny
3066,2849,Betty Salzberg
4735,5008,Inderpal Singh Mumick
10025,10176,Viswanath Poosala
7812,7217,Yannis E. Ioannidis
8804,11335,Hamid Pirahesh
10028,10000,Hanan Samet
6287,7264,Daniel A. Keim
9349,6784,Praveen Seshadri
8326,9942,Krithi Ramamritham
7299,8413,Alfons Kemper
7299,6855,Donald Kossmann
9929,6954,Mitch Cherniack
5799,8306,Stanley B. Zdonik
9572,7581,Michael Stonebraker
7683,11222,Hector Garcia-Molina
11413,5825,Kevin Chen-Chuan Chang
11275,10450,Rakesh Agrawal
7108,8740,Luis Gravano
6836,9218,Richard Hull
10254,11352,Raymond T. Ng
7367,10814,Timos K. Sellis
9446,10601,Kyuseok Shim
8966,7683,Jennifer Widom
11666,11126,Joachim Hammer
7429,11418,Dan Suciu
7315,8544,Daniela Florescu
6243,6116,Alon Y. Levy
11498,10477,Mary F. Fernandez
9958,11175,Elisa Bertino
10248,6746,Dennis Shasha
6155,7840,Nelson Mendonça Mattos
11335,7561,Philip A. Bernstein
7048,9089,Jeffrey F. Naughton
7993,8128,Qiong Luo
11626,11192,Tova Milo
8457,8259,Serge Abiteboul
6986,5883,Sophie Cluet
8489,6826,Bernhard Seeger
11206,8316,Yannis Papakonstantinou
9741,6247,Christian S. Jensen
8143,7361,Curtis E. Dyreson
9302,11523,Alexandros Biliris
10885,10459,Abraham Silberschatz
9989,10027,Rajeev Rastogi
10403,9860,Philip S. Yu
10753,6557,Nick Roussopoulos
7878,5945,Hongjun Lu
11559,9451,Jim Melton
7240,8617,Andrew Eisenberg
6341,7768,Amit P. Sheth
11431,5955,Per-Åke Larson
9345,9089,Surajit Chaudhuri
10022,7873,Umeshwar Dayal
11669,5975,Anindya Datta
9189,7830,Alon Y. Halevy
8520,10177,Goetz Graefe
6007,11596,Luc Bouganim
11693,7249,Patrick Valduriez
6007,9100,Philippe Pucheral
9603,9228,Divesh Srivastava
10371,11270,H. V. Jagadish
6019,6374,C. Mohan
6025,9455,Phillip B. Gibbons
11080,10945,Xiaolei Qian
6086,10919,Nick Koudas
8514,7296,Ling Liu
7149,6937,Elke A. Rundensteiner
7563,9504,Joseph M. Hellerstein
9137,9329,Inderpal Singh Mumick
10755,7638,Raghu Ramakrishnan
6724,7659,Sunita Sarawagi
6413,11367,Richard T. Snodgrass
6703,9546,Dimitrios Gunopulos
11275,7508,Soumen Chakrabarti
10885,6880,S. Sudarshan
8095,10569,Rafael Alonso
10245,9060,Michael J. Franklin
8027,6121,Mehmet Altinel
8583,6214,Minos N. Garofalakis
9806,9718,Theodore Johnson
6131,11511,Chee Yong Chan
7145,11690,Sushil Jajodia
6629,7750,Dimitris Papadias
8259,11213,Jeffrey D. Ullman
6665,11241,Alberto O. Mendelzon
9857,8489,Christos Faloutsos
7554,11520,Kian-Lee Tan
9208,6212,Philippe Bonnet
10371,11293,Kenneth A. Ross
8422,6880,Henry F. Korth
10445,6880,Philip Bohannon
7569,7450,Wen-Syan Li
6358,11556,Alexandros Labrinidis
10666,9185,Jayant R. Haritsa
9606,9817,Miron Livny
7666,11033,Yufei Tao
11182,9967,Yannis Kotidis
6271,8582,Betty Salzberg
10434,11582,Hans-Peter Kriegel
11401,7107,Gerhard Weikum
11426,7530,Martin L. Kersten
8105,9978,Asuman Dogac
8799,6306,Michael H. Böhlen
9035,11501,Hans-Jörg Schek
11338,9034,Gustavo Alonso
7107,8766,David B. Lomet
9005,10100,Peter J. Haas
8594,8532,Flip Korn
9228,11550,Laks V. S. Lakshmanan
9457,8930,Sihem Amer-Yahia
9222,11427,Michael J. Carey
8189,7554,Mong-Li Lee
6399,10816,Leonid Libkin
9158,9432,Johannes Gehrke
7191,6624,David Maier
7981,7429,Peter Buneman
9968,11030,Renée J. Miller
9989,9651,S. Seshadri
6953,8370,Charu C. Aggarwal
8839,7569,Divyakant Agrawal
11058,10086,Z. Meral Özsoyoglu
6717,7236,Stefano Ceri
9789,10273,Masaru Kitsuregawa
7652,7317,Vivek R. Narasayya
8259,7444,Rajeev Motwani
9085,10618,V. S. Subrahmanian
7933,8513,Piero Fraternali
6610,10450,Ramakrishnan Srikant
10882,11560,David J. DeWitt
6541,11021,Jignesh M. Patel
6605,8001,Ahmed K. Elmagarmid
7554,8835,Beng Chin Ooi
11186,8259,Arnon Rosenthal
9319,6676,Jian Pei
8329,11557,Jiawei Han
6718,9922,Narayanan Shivakumar
8364,11427,Eugene J. Shekita
7709,9318,Jerry Kiernan
11024,8852,Jayavel Shanmugasundaram
6732,10177,Patrick E. O'Neil
9077,11430,K. Selçuk Candan
10891,9292,Eric Simon
9562,6759,Chin-Wan Chung
7228,11457,Peter M. G. Apers
9813,10436,Jeffrey Scott Vitter
9492,8544,Ioana Manolescu
10606,8305,Daniel Barbará
7142,11639,Karl Aberer
8324,6968,Marianne Winslett
7086,8975,Erhard Rahm
7086,8963,Matthias Jarke
10948,11488,Laura M. Haas
7092,10092,Prabhakar Raghavan
7096,8715,A. Prasad Sistla
10267,11019,Clement T. Yu
7096,10571,Ouri Wolfson
10370,9690,?
7166,7394,Bertram Ludäscher
10896,7175,Guy M. Lohman
10621,10606,Tomasz Imielinski
9097,7296,Calton Pu
8431,8513,Stefano Paraboschi
9486,8355,Fabio Casati
7250,11427,Bruce G. Lindsay
8833,9150,M. Tamer Özsu
10232,9840,Guido Moerkotte
8599,11276,Anthony Tomasic
7437,9983,César A. Galindo-Legaria
10692,8469,Jim Gray
7581,9760,Chris Olston
9771,10925,Amr El Abbadi
8367,7464,Louiqa Raschid
7885,10051,Paolo Atzeni
7707,8234,Swarup Acharya
8183,10358,Arie Segev
8946,8533,Anastassia Ailamaki
9486,8355,Ming-Chien Shan
9791,10560,Janet L. Wiener
7916,9136,Sridhar Ramaswamy
10919,10304,S. Muthukrishnan
10043,9615,Carlo Zaniolo
9983,11041,Leonard J. Seligman
10043,8209,Vassilis J. Tsotras
11700,9688,Sharad Mehrotra
9246,9185,Jérôme Siméon
9455,10852,Yossi Matias
1106,3731,Yannis Papakonstantinou
240,4308,Praveen Seshadri
4514,39,Nick Roussopoulos
2760,3290,Yannis Kotidis
61,4434,Arie Segev
1190,898,Asuman Dogac
2168,4362,Mehmet Altinel
151,1027,Ling Liu
5540,1027,Calton Pu
4868,91,Alfons Kemper
2595,3010,Donald Kossmann
530,2233,Ouri Wolfson
2378,3437,Philip A. Bernstein
3669,4154,Matthias Jarke
3798,972,Wen-Syan Li
1964,4645,Divyakant Agrawal
146,4007,Swarup Acharya
5255,734,Phillip B. Gibbons
804,4001,Viswanath Poosala
146,4185,Sridhar Ramaswamy
1177,5183,Laks V. S. Lakshmanan
2564,4611,Jiawei Han
3083,1746,Dan Suciu
3194,2474,Soumen Chakrabarti
4970,685,Daniel A. Keim
195,2205,C. Mohan
2069,2502,Charu C. Aggarwal
2050,766,Philip S. Yu
776,2270,Rajeev Rastogi
228,5579,Kyuseok Shim
4994,5253,Hector Garcia-Molina
5761,237,Raghu Ramakrishnan
5127,2360,M. Tamer &#214;zsu
2963,3624,Minos N. Garofalakis
2725,3195,S. Seshadri
2725,1841,S. Sudarshan
3081,4190,Christos Faloutsos
1347,4031,Hans-Peter Kriegel
1574,2472,Raymond T. Ng
2567,5008,Hamid Pirahesh
292,1488,Sophie Cluet
1074,2085,Minos Garofalakis
301,2711,Bernhard Seeger
2291,975,Jr.
313,5221,Flip Korn
313,5221,S. Muthukrishnan
1442,3288,Christian S. Jensen
2926,3517,Hans-J&#246;rg Schek
4881,4961,Arnon Rosenthal
2126,1396,Jian Pei
3294,1284,Jayant R. Haritsa
2473,3066,Stefano Ceri
4497,435,Stefano Paraboschi
1868,828,Andrew Eisenberg
5291,1715,Jim Melton
5365,3638,Anindya Datta
4906,1891,Amit Sheth
2566,421,Surajit Chaudhuri
4513,5138,Luis Gravano
741,4843,H&#233;ctor Garc&#237;a-Molina
3228,4513,Anthony Tomasic
3574,3212,Fabio Casati
3177,3878,Hanan Samet
4553,1911,Jim Gray
2829,2487,H. V. Jagadish
499,2007,Avigdor Gal
3666,805,Sharad Mehrotra
526,4431,Henry F. Korth
5669,2786,Abraham Silberschatz
3857,1347,Joseph M. Hellerstein
5311,616,Chris Olston
968,3866,Michael Stonebraker
1012,2218,Vivek Narasayya
4995,2544,Dennis Shasha
1244,2853,Per-&#197;ke Larson
4585,2746,Goetz Graefe
4668,5065,Yossi Matias
3185,769,David Lomet
1381,4485,Gerhard Weikum
2462,2181,Bruce G. Lindsay
5576,730,Rajeev Motwani
781,4750,V. S. Subrahmanian
4870,4850,Daniela Florescu
4850,1324,Alon Levy
2097,4717,Peter J. Haas
1577,1741,Johannes Gehrke
2825,3166,Yannis E. Ioannidis
3561,1817,Jayavel Shanmugasundaram
3269,4607,Krithi Ramamritham
1306,5061,Avi Silberschatz
2698,2863,Tova Milo
782,2481,Divesh Srivastava
3996,1604,Elisa Bertino
1991,1854,Dimitris Papadias
5503,1189,Richard Snodgrass
5011,2544,Kenneth A. Ross
4434,4442,Curtis E. Dyreson
4616,4210,Richard Thomas Snodgrass
3721,4012,Jennifer Widom
4605,1629,Serge Abiteboul
2561,4831,Michael J. Carey
3463,4831,Michael J. Franklin
2242,1694,Karl Aberer
2508,1025,Laura M. Haas
2168,2181,Qiong Luo
5693,3585,Alon Y. Halevy
5655,5511,Kian-Lee Tan
