Id,dataset,title,venue,year
3397,ACM,Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3401,ACM,The intrinsic problems of structural heterogeneity and an approach to their solution,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3402,ACM,Fast joins using join indices,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3404,ACM,Efficient support for interactive service in multi-resolution VOD systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3408,ACM,Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3410,ACM,MIL primitives for querying a fragmented world,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3411,ACM,Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,1999
3414,ACM,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001
3416,ACM,A graph-theoretic model for optimizing queries involving methods,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001
3420,ACM,HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001
3423,ACM,Supporting efficient multimedia database exploration,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001
3425,ACM,Progressive evaluation of nested aggregate queries,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3426,ACM,Combining multi-visual features for efficient indexing in a large image database,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001
3431,ACM,Optimizing database architecture for the new bottleneck: memory access,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3432,ACM,Online dynamic reordering,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3433,ACM,Exploiting early sorting and early partitioning for decision support query processing,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3435,ACM,One-dimensional and multi-dimensional substring selectivity estimation,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3436,ACM,Guest editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3437,ACM,Context-based prefetch - an optimization for implementing objects on relations,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3438,ACM,View management in multimedia databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3440,ACM,Dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3444,ACM,UnQL: a query language and algebra for semistructured data based on structural recursion,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3445,ACM,Checking the temporal integrity of interactive multimedia documents,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3450,ACM,Declarative specification of Web sites with S,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3451,ACM,Analysis of navigation behaviour in web sites integrating multiple information systems,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000
3454,ACM,Mining Multi-Dimensional Constrained Gradients in Data Cubes,Very Large Data Bases,2001
3456,ACM,Storage and Querying of E-Commerce Data,Very Large Data Bases,2001
3459,ACM,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,Very Large Data Bases,2001
3462,ACM,Data Staging for On-Demand Broadcast,Very Large Data Bases,2001
3463,ACM,Data Management for Pervasive Computing,Very Large Data Bases,2001
3464,ACM,Flexible and scalable digital library search,Very Large Data Bases,2001
3470,ACM,Indexing the Distance: An Efficient Method to KNN Processing,Very Large Data Bases,2001
3472,ACM,An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,Very Large Data Bases,2001
3473,ACM,Collaborative Analytical Processing - Dream or Reality? (Panel abstract),Very Large Data Bases,2001
3474,ACM,A Data Warehousing Architecture for Enabling Service Provisioning Process,Very Large Data Bases,2001
3475,ACM,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,Very Large Data Bases,2001
3481,ACM,Self-similarity in the Web,Very Large Data Bases,2001
3485,ACM,Supervised Wrapper Generation with Lixto,Very Large Data Bases,2001
3488,ACM,Dynamic Pipeline Scheduling for Improving Interactive Query Performance,Very Large Data Bases,2001
3489,ACM,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,Very Large Data Bases,2001
3493,ACM,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,Very Large Data Bases,2001
3497,ACM,Views in a Large Scale XML Repository,Very Large Data Bases,2001
3498,ACM,Automated resolution of semantic heterogeneity in multidatabases,ACM Transactions on Database Systems (TODS),1994
3502,ACM,Comparing Hybrid Peer-to-Peer Systems,Very Large Data Bases,2001
3504,ACM,Using semantic values to facilitate interoperability among heterogeneous information systems,ACM Transactions on Database Systems (TODS),1994
3506,ACM,Improving Business Process Quality through Exception Understanding  Prediction  and Prevention,Very Large Data Bases,2001
3508,ACM,On completeness of historical relational query languages,ACM Transactions on Database Systems (TODS),1994
3512,ACM,Generic Schema Matching with Cupid,Very Large Data Bases,2001
3513,ACM,Tools and transformations-rigorous and otherwise-for practical database design,ACM Transactions on Database Systems (TODS),1994
3515,ACM,An Evaluation of Generic Bulk Loading Techniques,Very Large Data Bases,2001
3516,ACM,In memory of Bob Kooi (1951-1993),ACM SIGMOD Record,1994
3517,ACM,Fast Evaluation Techniques for Complex Similarity Queries,Very Large Data Bases,2001
3519,ACM,Observations on the ODMG-93 proposal for an object-oriented database language,ACM SIGMOD Record,1994
3520,ACM,Visual Web Information Extraction with Lixto,Very Large Data Bases,2001
3521,ACM,Amalgamating knowledge bases,ACM Transactions on Database Systems (TODS),1994
3522,ACM,WebFilter: A High-throughput XML-based Publish and Subscribe System,Very Large Data Bases,2001
3524,ACM,Index structures for selective dissemination of information under the Boolean model,ACM Transactions on Database Systems (TODS),1994
3525,ACM,Ontology-based Support for Digital Government,Very Large Data Bases,2001
3528,ACM,A Fast Index for Semistructured Data,Very Large Data Bases,2001
3532,ACM,The Propel Distributed Services Platform,Very Large Data Bases,2001
3546,ACM,Approximate String Joins in a Database (Almost) for Free,Very Large Data Bases,2001
3547,ACM,Change-Centric Management of Versions in an XML Warehouse,Very Large Data Bases,2001
3549,ACM,A taxonomy for secure object-oriented databases,ACM Transactions on Database Systems (TODS),1994
3552,ACM,VXMLR: A Visual XML-Relational Database System,Very Large Data Bases,2001
3558,ACM,A modified random perturbation method for database security,ACM Transactions on Database Systems (TODS),1994
3561,ACM,Querying XML Views of Relational Data,Very Large Data Bases,2001
3564,ACM,Hyperqueries: Dynamic Distributed Query Processing on the Internet,Very Large Data Bases,2001
3565,ACM,Altruistic locking,ACM Transactions on Database Systems (TODS),1994
3567,ACM,WARLOCK: A Data Allocation Tool for Parallel Warehouses,Very Large Data Bases,2001
3568,ACM,Discovery of Influence Sets in Frequently Updated Databases,Very Large Data Bases,2001
3570,ACM,Operating System Extensions for the Teradata Parallel VLDB,Very Large Data Bases,2001
3573,ACM,Query Engines for Web-Accessible XML Data,Very Large Data Bases,2001
3574,ACM,Warehousing Workflow Data: Challenges and Opportunities,Very Large Data Bases,2001
3575,ACM,Business Process Coordination: State of the Art  Trends  and Open Issues,Very Large Data Bases,2001
3578,ACM,Analyzing Quantitative Databases: Image is Everything,Very Large Data Bases,2001
3582,ACM,Tavant System Architecture for Sell-side Channel Management,Very Large Data Bases,2001
3583,ACM,Efficient Progressive Skyline Computation,Very Large Data Bases,2001
3585,ACM,A Formal Perspective on the View Selection Problem,Very Large Data Bases,2001
3586,ACM,Online Scaling in a Highly Available Database,Very Large Data Bases,2001
3587,ACM,Dynamic Update Cube for Range-sum Queries,Very Large Data Bases,2001
3590,ACM,Functional Properties of Information Filtering,Very Large Data Bases,2001
3596,ACM,LEO - DB2's LEarning Optimizer,Very Large Data Bases,2001
3599,ACM,Storage Service Providers: a Solution for Storage Management? (Panel),Very Large Data Bases,2001
3605,ACM,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Very Large Data Bases,2001
3606,ACM,Are Web Services the Next Revolution in e-Commerce? (Panel),Very Large Data Bases,2001
3607,ACM,SMOOTH - A Distributed Multimedia Database System,Very Large Data Bases,2001
3615,ACM,Navigating large-scale semi-structured data in business portals,Very Large Data Bases,2001
3624,ACM,Approximate Query Processing: Taming the TeraBytes,Very Large Data Bases,2001
3626,ACM,User-Optimizer Communication using Abstract Plans in Sybase ASE,Very Large Data Bases,2001
3628,ACM,C2P: Clustering based on Closest Pairs,Very Large Data Bases,2001
3629,ACM,Caching Technologies for Web Applications,Very Large Data Bases,2001
3630,ACM,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,Very Large Data Bases,2001
3636,ACM,Update Propagation Strategies for Improving the Quality of Data on the Web,Very Large Data Bases,2001
3637,ACM,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,Very Large Data Bases,2001
3638,ACM,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,Very Large Data Bases,2001
3640,ACM,Supporting Incremental Join Queries on Ranked Inputs,Very Large Data Bases,2001
3641,ACM,Intelligent Rollups in Multidimensional OLAP Data,Very Large Data Bases,2001
3642,ACM,Weaving Relations for Cache Performance,Very Large Data Bases,2001
3644,ACM,Answering XML Queries on Heterogeneous Data Sources,Very Large Data Bases,2001
3645,ACM,Architectures for Internal Web Services Deployment,Very Large Data Bases,2001
3646,ACM,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,Very Large Data Bases,2000
3648,ACM,Concurrency in the Data Warehouse,Very Large Data Bases,2000
3650,ACM,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,Very Large Data Bases,2000
3654,ACM,Biodiversity Informatics: The Challenge of Rapid Development  Large Databases  and Complex Data (Keynote),Very Large Data Bases,2000
3658,ACM,Don't Be Lazy  Be Consistent: Postgres-R  A New Way to Implement Database Replication,Very Large Data Bases,2000
3659,ACM,Focused Crawling Using Context Graphs,Very Large Data Bases,2000
3665,ACM,An Ultra Highly Available DBMS,Very Large Data Bases,2000
3666,ACM,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,Very Large Data Bases,2000
3667,ACM,Hierarchical Compact Cube for Range-Max Queries,Very Large Data Bases,2000
3669,ACM,Panel: Is Generic Metadata Management Feasible?,Very Large Data Bases,2000
3670,ACM,Linking Business to Deliver Value: A Data Management Challenge,Very Large Data Bases,2000
3671,ACM,Building Scalable Internet Applications with Oracle8i Server,Very Large Data Bases,2000
3674,ACM,Model-Based Information Integration in a Neuroscience Mediator System,Very Large Data Bases,2000
3676,ACM,The 3W Model and Algebra for Unified Data Mining,Very Large Data Bases,2000
3677,ACM,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,Very Large Data Bases,2000
3678,ACM,Panel: Future Directions of Database Research - The VLDB Broadening Strategy  Part 1,Very Large Data Bases,2000
3679,ACM,Optimizing Multi-Feature Queries for Image Databases,Very Large Data Bases,2000
3682,ACM,Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),Very Large Data Bases,2000
3683,ACM,Approximating Aggregate Queries about Web Pages via Random Walks,Very Large Data Bases,2000
3689,ACM,Optimizing Queries on Compressed Bitmaps,Very Large Data Bases,2000
3690,ACM,Work and Information Practices in the Sciences of Biodiversity,Very Large Data Bases,2000
3692,ACM,Integrating the UB-Tree into a Database System Kernel,Very Large Data Bases,2000
3698,ACM,Rainbow: Distributed Database System for Classroom Education and Experimental Research,Very Large Data Bases,2000
3700,ACM,Telcordia's Database Reconciliation and Data Quality Analysis Tool,Very Large Data Bases,2000
3705,ACM,Set Containment Joins: The Good  The Bad and The Ugly,Very Large Data Bases,2000
3707,ACM,What Happens During a Join? Dissecting CPU and Memory Optimization Effects,Very Large Data Bases,2000
3708,ACM,Social  Educational  and Governmental Change Enabled through Information Technology,Very Large Data Bases,2000
3713,ACM,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Very Large Data Bases,2000
3715,ACM,Manipulating Interpolated Data is Easier than You Thought,Very Large Data Bases,2000
3719,ACM,Temporal Queries in OLAP,Very Large Data Bases,2000
3721,ACM,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,Very Large Data Bases,2000
3722,ACM,Oracle8i Index-Organized Table and Its Application to New Domains,Very Large Data Bases,2000
3731,ACM,Hypothetical Queries in an OLAP Environment,Very Large Data Bases,2000
3734,ACM,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,Very Large Data Bases,2000
3737,ACM,Demonstration: Enabling Scalable Online Personalization on the Web,Very Large Data Bases,2000
3738,ACM,ICICLES: Self-Tuning Samples for Approximate Query Answering,Very Large Data Bases,2000
3740,ACM,E.piphany Epicenter Technology Overview,Very Large Data Bases,2000
3741,ACM,Dynamic Maintenance of Wavelet-Based Histograms,Very Large Data Bases,2000
3742,ACM,Information Integration: The MOMIS Project Demonstration,Very Large Data Bases,2000
3748,ACM,Computing Geographical Scopes of Web Resources,Very Large Data Bases,2000
3750,ACM,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Very Large Data Bases,2001
3752,ACM,AgFlow: Agent-based Cross-Enterprise Workflow Management System,Very Large Data Bases,2001
3755,ACM,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,Very Large Data Bases,2001
3757,ACM,Crawling the Hidden Web,Very Large Data Bases,2001
3759,ACM,Caching Strategies for Data-Intensive Web Sites,Very Large Data Bases,2000
3760,ACM,Novel Approaches in Query Processing for Moving Object Trajectories,Very Large Data Bases,2000
3762,ACM,Approximate Query Translation Across Heterogeneous Information Sources,Very Large Data Bases,2000
3763,ACM,The BT-tree: A Branched and Temporal Access Method,Very Large Data Bases,2000
3766,ACM,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,Very Large Data Bases,2001
3767,ACM,Et tu  XML? The downfall of the relational empire (abstract),Very Large Data Bases,2001
3769,ACM,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,Very Large Data Bases,2001
3771,ACM,Indexing and Querying XML Data for Regular Path Expressions,Very Large Data Bases,2001
3773,ACM,Transaction Timestamping in (Temporal) Databases,Very Large Data Bases,2001
3774,ACM,Efficient Index Structures for String Databases,Very Large Data Bases,2001
3776,ACM,Lineage Tracing for General Data Warehouse Transformations,Very Large Data Bases,2001
3777,ACM,A Database Index to Large Biological Sequences,Very Large Data Bases,2001
3778,ACM,Declarative Data Cleaning: Language  Model  and Algorithms,Very Large Data Bases,2001
3780,ACM,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,Very Large Data Bases,2001
3784,ACM,Storage and Retrieval of XML Data Using Relational Databases,Very Large Data Bases,2001
3785,ACM,Potter's Wheel: An Interactive Data Cleaning System,Very Large Data Bases,2001
3786,ACM,LoPiX: A System for XML Data Integration and Manipulation,Very Large Data Bases,2001
3787,ACM,SIT-IN: a Real-Life Spatio-Temporal Information System,Very Large Data Bases,2001
3798,ACM,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,Very Large Data Bases,2001
3803,ACM,Form-Based Proxy Caching for Database-Backed Web Sites,Very Large Data Bases,2001
3804,ACM,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,Very Large Data Bases,1994
3808,ACM,Relating Distributed Objects,Very Large Data Bases,1994
3811,ACM,Hilbert R-tree: An Improved R-tree using Fractals,Very Large Data Bases,1994
3813,ACM,An Algebraic Approach to Rule Analysis in Expert Database Systems,Very Large Data Bases,1994
3814,ACM,Declustering Databases on Heterogeneous Disk Systems,Very Large Data Bases,1995
3817,ACM,Improving Performance in Replicated Databases through Relaxed Coherency,Very Large Data Bases,1995
3820,ACM,Towards Automated Performance Tuning for Complex Workloads,Very Large Data Bases,1994
3822,ACM,Near Neighbor Search in Large Metric Spaces,Very Large Data Bases,1995
3823,ACM,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,Very Large Data Bases,1994
3825,ACM,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,Very Large Data Bases,1994
3826,ACM,User Interfaces; Who Cares?,Very Large Data Bases,1994
3827,ACM,Composite Events for Active Databases: Semantics  Contexts and Detection,Very Large Data Bases,1994
3831,ACM,PC Database Systems - Present and Future,Very Large Data Bases,1994
3832,ACM,Dali: A High Performance Main Memory Storage Manager,Very Large Data Bases,1994
3834,ACM,Materialization: A Powerful and Ubiquitous Abstraction Pattern,Very Large Data Bases,1994
3839,ACM,Scientific Databases - State of the Art and Future Directions,Very Large Data Bases,1994
3841,ACM,Towards a Cooperative Transaction Model - The Cooperative Activity Model,Very Large Data Bases,1995
3844,ACM,A Product Specification Database for Visual Prototyping,Very Large Data Bases,1995
3850,ACM,Managing a DB2 Parallel Edition Database,Very Large Data Bases,1995
3852,ACM,The Fittest Survives: An Adaptive Approach to Query Optimization,Very Large Data Bases,1995
3854,ACM,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,Very Large Data Bases,1995
3857,ACM,Generalized Search Trees for Database Systems,Very Large Data Bases,1995
3858,ACM,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,Very Large Data Bases,1995
3861,ACM,Coloring Away Communication in Parallel Query Optimization,Very Large Data Bases,1995
3863,ACM,Discovery of Multiple-Level Association Rules from Large Databases,Very Large Data Bases,1995
3865,ACM,Document Management as a Database Problem,Very Large Data Bases,1995
3866,ACM,BigSur: A System For the Management of Earth Science Data,Very Large Data Bases,1995
3867,ACM,Value-cognizant Speculative Concurrency Control,Very Large Data Bases,1995
3869,ACM,Procedures in Object-Oriented Query Languages,Very Large Data Bases,1995
3873,ACM,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,Very Large Data Bases,1995
3876,ACM,The ClustRa Telecom Database: High Availability  High Throughput  and Real-Time Response,Very Large Data Bases,1995
3878,ACM,Benchmarking Spatial Join Operations with Spatial Output,Very Large Data Bases,1995
3880,ACM,Fast Similarity Search in the Presence of Noise  Scaling  and Translation in Time-Series Databases,Very Large Data Bases,1995
3883,ACM,The Oracle Warehouse,Very Large Data Bases,1995
3885,ACM,Querying Shapes of Histories,Very Large Data Bases,1995
3887,ACM,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,Very Large Data Bases,1995
3890,ACM,Query Processing in Tertiary Memory Databases,Very Large Data Bases,1995
3891,ACM,A Data Transformation System for Biological Data Sources,Very Large Data Bases,1995
3895,ACM,DB2 Common Server: Technology  Progress  &; Directions,Very Large Data Bases,1995
3896,ACM,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,Very Large Data Bases,1995
3898,ACM,Index Concurrency Control in Firm Real-Time Database Systems,Very Large Data Bases,1995
3901,ACM,W3QS: A Query System for the World-Wide Web,Very Large Data Bases,1995
3902,ACM,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,Very Large Data Bases,1995
3904,ACM,Aggregate-Query Processing in Data Warehousing Environments,Very Large Data Bases,1995
3906,ACM,Accessing a Relational Database through an Object-Oriented Database Interface,Very Large Data Bases,1995
3908,ACM,DB2 Query Parallelism: Staging and Implementation,Very Large Data Bases,1995
3909,ACM,Duplicate Removal in Information System Dissemination,Very Large Data Bases,1995
3910,ACM,Eager Aggregation and Lazy Aggregation,Very Large Data Bases,1995
3912,ACM,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,Very Large Data Bases,1995
3914,ACM,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,Very Large Data Bases,1995
3916,ACM,A Practical and Modular Implementation of Extended Transaction Models,Very Large Data Bases,1995
3918,ACM,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Very Large Data Bases,1995
3919,ACM,An Efficient Algorithm for Mining Association Rules in Large Databases,Very Large Data Bases,1995
3921,ACM,Managing Intra-operator Parallelism in Parallel Database Systems,Very Large Data Bases,1995
3922,ACM,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,Very Large Data Bases,1995
3925,ACM,Providing Database Migration Tools - A Practicioner's Approach,Very Large Data Bases,1995
3927,ACM,A Performance Evaluation of OID Mapping Techniques,Very Large Data Bases,1995
3929,ACM,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,Very Large Data Bases,1995
3932,ACM,Bypassing Joins in Disjunctive Queries,Very Large Data Bases,1995
3933,ACM,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,Very Large Data Bases,1995
3935,ACM,A Cost Model for Clustered Object-Oriented Databases,Very Large Data Bases,1995
3936,ACM,OODB Bulk Loading Revisited: The Partitioned-List Approach,Very Large Data Bases,1995
3937,ACM,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,Very Large Data Bases,1995
3938,ACM,Redo Recovery after System Crashes,Very Large Data Bases,1995
3940,ACM,Performance of Data-Parallel Spatial Operations,Very Large Data Bases,1994
3941,ACM,A Transaction Replication Scheme for a Replicated Database with Node Autonomy,Very Large Data Bases,1994
3943,ACM,Memory-Contention Responsive Hash Joins,Very Large Data Bases,1994
3945,ACM,On Index Selection Schemes for Nested Object Hierarchies,Very Large Data Bases,1994
3946,ACM,From Nested-Loop to Join Queries in OODB,Very Large Data Bases,1994
3949,ACM,VERSANT replication: supporting fault-tolerant object databases,International Conference on Management of Data,1995
3952,ACM,Carnot and InfoSleuth: database technology and the World Wide Web,International Conference on Management of Data,1995
3959,ACM,Parallel database systems 101,International Conference on Management of Data,1995
3960,ACM,Things every update replication customer should know (abstract),International Conference on Management of Data,1995
3962,ACM,High availability of commercial applications,International Conference on Management of Data,1995
3964,ACM,The data that you won't find in databases: tutorial panel on data exchange formats,International Conference on Management of Data,1995
3965,ACM,DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing,International Conference on Management of Data,1995
3967,ACM,Enterprise transaction processing on Windows NT,International Conference on Management of Data,1995
3969,ACM,Upsizing form file server to client server architectures,International Conference on Management of Data,1995
3971,ACM,The Lotus notes storage system,International Conference on Management of Data,1995
3973,ACM,Join queries with external text sources: execution and optimization techniques,International Conference on Management of Data,1995
3974,ACM,Object-oriented  rapid application development in a PC database environment,International Conference on Management of Data,1995
3976,ACM,A database interface for file update,International Conference on Management of Data,1995
3977,ACM,Copy detection mechanisms for digital documents,International Conference on Management of Data,1995
3979,ACM,Fault tolerant design of multimedia servers,International Conference on Management of Data,1995
3981,ACM,An online video placement policy based on bandwidth to space ratio (BSR),International Conference on Management of Data,1995
3983,ACM,The SPIFFI scalable video-on-demand system,International Conference on Management of Data,1995
3985,ACM,Efficient maintenance of materialized mediated views,International Conference on Management of Data,1995
3987,ACM,Incremental maintenance of views with duplicates,International Conference on Management of Data,1995
3988,ACM,View maintenance in a warehousing environment,International Conference on Management of Data,1995
3990,ACM,Hypergraph based reorderings of outer join queries with complex predicates,International Conference on Management of Data,1995
3993,ACM,Reducing multidatabase query response time by tree balancing,International Conference on Management of Data,1995
3994,ACM,Dynamic resource brokering for multi-user query execution,International Conference on Management of Data,1995
3995,ACM,Temporal conditions and integrity constraints in active database systems,International Conference on Management of Data,1995
3996,ACM,Semantic assumptions and query evaluation in temporal databases,International Conference on Management of Data,1995
3997,ACM,Applying update streams in a soft real-time database system,International Conference on Management of Data,1995
4001,ACM,Balancing histogram optimality and practicality for query result size estimation,International Conference on Management of Data,1995
4002,ACM,Enhancing database correctness: a statistical approach,International Conference on Management of Data,1995
4005,ACM,Adapting materialized views after redefinitions,International Conference on Management of Data,1995
4007,ACM,Broadcast disks: data management for asymmetric communication environments,International Conference on Management of Data,1995
4010,ACM,Implementing crash recovery in QuickStore: a performance study,International Conference on Management of Data,1995
4011,ACM,An effective hash-based algorithm for mining association rules,International Conference on Management of Data,1995
4012,ACM,Information translation  mediation  and mosaic-based browsing in the TSIMMIS system,International Conference on Management of Data,1995
4014,ACM,Semint: a system prototype for semantic integration in heterogeneous databases,International Conference on Management of Data,1995
4015,ACM,Paradise: a database system for GIS applications,International Conference on Management of Data,1995
4017,ACM,Shore: combining the best features of OODBMS and file systems,International Conference on Management of Data,1995
4019,ACM,Design and implementation of advanced knowledge processing in the KBMS KRISYS,International Conference on Management of Data,1995
4021,ACM,The SAMOS active DBMS prototype,International Conference on Management of Data,1995
4023,ACM,Efendi: federated database system of Cadlab,International Conference on Management of Data,1995
4031,ACM,VisDB: a system for visualizing large databases,International Conference on Management of Data,1995
4032,ACM,The query by image content (QBIC) system,International Conference on Management of Data,1995
4039,ACM,The REACH active OODBMS,International Conference on Management of Data,1995
4043,ACM,QBI: query by icons,International Conference on Management of Data,1995
4047,ACM,InfoHarness: a system for search and retrieval of heterogeneous information,International Conference on Management of Data,1995
4050,ACM,Tutorial on storage technology: RAID and beyond,International Conference on Management of Data,1995
4051,ACM,DataMine-interactive rule discovery system,International Conference on Management of Data,1995
4054,ACM,The Algres testbed of CHIMERA: an active object-oriented database system,International Conference on Management of Data,1995
4055,ACM,The NAOS system,International Conference on Management of Data,1995
4058,ACM,An overview of the emerging third-generation SQL standard,International Conference on Management of Data,1995
4060,ACM,Objects and SQL (panel session): strange relations?,International Conference on Management of Data,1995
4062,ACM,Integration approaches for CIM,International Conference on Management of Data,1995
4063,ACM,Workflow automation: applications  technology and research,International Conference on Management of Data,1995
4064,ACM,Informix online XPS,International Conference on Management of Data,1995
4066,ACM,An overview of DB2 parallel edition,International Conference on Management of Data,1995
4068,ACM,Indexing multimedia databases,International Conference on Management of Data,1995
4069,ACM,Order-of-magnitude advantage on TPC-C through massive parallelism,International Conference on Management of Data,1995
4071,ACM,Cover your assets,International Conference on Management of Data,1995
4073,ACM,Leveraging the information asset,International Conference on Management of Data,1995
4075,ACM,Enterprise Objects Framework: a second generation object-relational enabler,International Conference on Management of Data,1995
4077,ACM,Use of a component architecture in integrating relational and non-relational,International Conference on Management of Data,1995
4079,ACM,Data extraction and transformation for the data warehouse,International Conference on Management of Data,1995
4081,ACM,Research and products-are they relevant to each other? (panel session),International Conference on Management of Data,1995
4083,ACM,One size fits all database architectures do not work for DSS,International Conference on Management of Data,1995
4085,ACM,Real world requirements for decision support-implications for RDBMS,International Conference on Management of Data,1995
4087,ACM,Data management research at the MITRE Corporation,ACM SIGMOD Record,1995
4091,ACM,Turmoil at NASA  and numerous funding announcements,ACM SIGMOD Record,1995
4092,ACM,Information finding in a digital library: the Stanford perspective,ACM SIGMOD Record,1995
4093,ACM,Florida International University High Performance Database Research Center,ACM SIGMOD Record,1995
4101,ACM,An execution model for limited ambiguity rules and its application to derived data update,ACM Transactions on Database Systems (TODS),1995
4104,ACM,A structured approach for the definition of the semantics of active databases,ACM Transactions on Database Systems (TODS),1995
4106,ACM,Why decision support fails and how to fix it,ACM SIGMOD Record,1995
4109,ACM,Condition handling in SQL persistent stored modules,ACM SIGMOD Record,1995
4111,ACM,An aspect of query optimization in multidatabase systems,ACM SIGMOD Record,1995
4113,ACM,An introduction to Remy's fast polymorphic record projection,ACM SIGMOD Record,1995
4114,ACM,Mapping extended entity relationship model to object modeling technique,ACM SIGMOD Record,1995
4116,ACM,Normalization in OODB design,ACM SIGMOD Record,1995
4118,ACM,Addressing techniques used in database object managers O2 and ORION,ACM SIGMOD Record,1995
4121,ACM,METU interoperable database system,ACM SIGMOD Record,1995
4134,ACM,On the issue of valid time(s) in temporal databases,ACM SIGMOD Record,1995
4139,ACM,A framework for providing consistent and recoverable agent-based access to heterogeneous mobile databases,ACM SIGMOD Record,1995
4141,ACM,Transaction chopping: algorithms and performance studies,ACM Transactions on Database Systems (TODS),1995
4143,ACM,Containment of conjunctive queries: beyond relations as sets,ACM Transactions on Database Systems (TODS),1995
4144,ACM,Query evaluation in deductive databases with alternating fixpoint semantics,ACM Transactions on Database Systems (TODS),1995
4145,ACM,Fast algorithms for universal quantification in large databases,ACM Transactions on Database Systems (TODS),1995
